series_name,include_main_hist,include_main_2007,include_main_full_ext,uv_mb_nbreaks_hist,uv_mb_break_dates_hist,uv_mb_break_stats_hist,uv_mb_break_pvals_hist,cv_mb_nbreaks_hist,cv_mb_break_dates_hist,cv_mb_break_stats_hist,cv_mb_break_pvals_hist,uv2007_mb_nbreaks,uv2007_mb_break_dates,uv2007_mb_break_stats,uv2007_mb_break_pvals,cv2007_mb_nbreaks,cv2007_mb_break_dates,cv2007_mb_break_stats,cv2007_mb_break_pvals,uvfull_mb_nbreaks,uvfull_mb_break_dates,uvfull_mb_break_stats,uvfull_mb_break_pvals,cvfull_mb_nbreaks,cvfull_mb_break_dates,cvfull_mb_break_stats,cvfull_mb_break_pvals
TB6MS,1,1,1,5,01-May-1969 | 01-Apr-1979 | 01-Jun-1985 | 01-Jul-1989 | 01-Nov-1994,27.72 | 8.892 | 15.264 | 1.626 | 2.69,0 | 0.002865 | 9.3e-05 | 0.20229 | 0.10098,5,01-Dec-1960 | 01-May-1969 | 01-May-1979 | 01-Jun-1985 | 01-Jul-1992,23.331 | 34.63 | 8.164 | 16.967 | 3.233,4.4e-05 | 0 | 0.004272 | 3.8e-05 | 0.072178,5,01-Sep-1960 | 01-May-1969 | 01-Apr-1979 | 01-Jun-1985 | 01-Dec-1994,7.398 | 34.609 | 8.918 | 16.872 | 7.182,0.006531 | 0 | 0.002824 | 4e-05 | 0.007364,5,01-Dec-1960 | 01-May-1969 | 01-Aug-1979 | 01-Oct-1985 | 01-Jan-1995,45.187 | 35.62 | 7.214 | 15.817 | 20.617,0 | 0 | 0.007233 | 7e-05 | 6e-06,5,01-Apr-1979 | 01-Jun-1985 | 01-Nov-1992 | 01-Feb-2009 | 01-May-2019,13.123 | 16.478 | 3.905 | 44.326 | 8.259,0.000292 | 4.9e-05 | 0.048152 | 0 | 0.004055,5,01-Jun-1966 | 01-May-1973 | 01-Oct-1982 | 01-Aug-1989 | 01-Feb-2009,15.004 | 14.65 | 16.266 | 14.359 | 24.981,0.000107 | 0.000129 | 5.5e-05 | 0.000151 | 1e-06
GS1,1,1,1,5,01-Sep-1960 | 01-May-1969 | 01-Apr-1979 | 01-Jun-1985 | 01-Nov-1992,10.294 | 54.728 | 10.913 | 17.59 | 6.119,0.001335 | 0 | 0.000955 | 2.7e-05 | 0.013374,5,01-Feb-1961 | 01-May-1969 | 01-Aug-1979 | 01-Sep-1985 | 01-Jul-1992,24.102 | 69.615 | 10.465 | 17.358 | 12.278,1e-06 | 0 | 0.001216 | 3.1e-05 | 0.000458,5,01-May-1969 | 01-Aug-1979 | 01-Oct-1985 | 01-Jun-1995 | 01-Oct-2001,42.454 | 10.14 | 16.646 | 5.2 | 2.37,0 | 0.001451 | 4.5e-05 | 0.022583 | 0.12366,5,01-May-1969 | 01-Apr-1979 | 01-Jun-1985 | 01-Jul-1992 | 01-Oct-2001,40.871 | 10.69 | 17.584 | 13.237 | 7.404,0 | 0.001077 | 2.7e-05 | 0.000274 | 0.006507,5,01-May-1969 | 01-Apr-1979 | 01-Jun-1985 | 01-Dec-2008 | 01-May-2019,43.192 | 10.899 | 19.572 | 98.957 | 12.583,0 | 0.000962 | 1e-05 | 0 | 0.000389,5,01-May-1973 | 01-Dec-1982 | 01-Aug-1989 | 01-Feb-2009 | 01-May-2019,21.898 | 13.789 | 18.544 | 83.982 | 21.373,3e-06 | 0.000204 | 1.7e-05 | 0 | 4e-06
GS5,1,1,1,5,01-Oct-1960 | 01-Jun-1966 | 01-Sep-1972 | 01-Sep-1979 | 01-May-1986,20.747 | 36.192 | 0.096 | 19.396 | 18.565,5e-06 | 0 | 0.75656 | 1.1e-05 | 1.6e-05,5,01-Sep-1960 | 01-Nov-1966 | 01-Apr-1973 | 01-Sep-1979 | 01-Jul-1986,17.297 | 26.644 | 0.137 | 17.807 | 20.805,3.2e-05 | 0 | 0.71171 | 2.4e-05 | 5e-06,5,01-Oct-1960 | 01-Nov-1968 | 01-Sep-1976 | 01-Nov-1982 | 01-Aug-1989,10.427 | 38.057 | 5.857 | 3.212 | 13.38,0.001242 | 0 | 0.015517 | 0.073101 | 0.000254,5,01-Sep-1960 | 01-Aug-1969 | 01-Sep-1976 | 01-Nov-1982 | 01-Aug-1989,16.482 | 36.372 | 5.585 | 3.912 | 14.367,0.001233 | 0 | 0.018115 | 0.047929 | 0.00015,5,01-Oct-1960 | 01-Nov-1968 | 01-Sep-1979 | 01-May-1986 | 01-Aug-2011,10.372 | 37.19 | 17.393 | 18.768 | 21.615,0.001279 | 0 | 3e-05 | 1.5e-05 | 3e-06,5,01-Aug-1969 | 01-Sep-1976 | 01-Nov-1982 | 01-Aug-1989 | 01-Nov-2011,31.081 | 5.651 | 3.951 | 11.223 | 12.109,0 | 0.017441 | 0.046831 | 0.000808 | 0.000502
GS10,1,1,1,5,01-Aug-1960 | 01-Oct-1966 | 01-Dec-1972 | 01-Sep-1979 | 01-May-1986,17.959 | 39.035 | 1.349 | 33.572 | 23.135,2.3e-05 | 0 | 0.2454 | 0 | 2e-06,5,01-Sep-1960 | 01-Nov-1966 | 01-Sep-1976 | 01-Nov-1982 | 01-Jun-1989,16.236 | 57.627 | 8.946 | 1.397 | 15.164,5.6e-05 | 0 | 0.00278 | 0.2372 | 9.9e-05,5,01-Aug-1960 | 01-Oct-1966 | 01-Sep-1976 | 01-Nov-1982 | 01-Jul-1989,19.95 | 61.904 | 8.798 | 1.754 | 13.864,8e-06 | 0 | 0.003016 | 0.18536 | 0.000197,5,01-Sep-1960 | 01-Nov-1966 | 01-Sep-1976 | 01-Nov-1982 | 01-Jun-1989,16.41 | 57.152 | 8.808 | 1.324 | 16.433,5.1e-05 | 0 | 0.003 | 0.24979 | 5e-05,5,01-Aug-1960 | 01-Oct-1966 | 01-Sep-1979 | 01-May-1986 | 01-Sep-2003,19.917 | 66.906 | 30.911 | 22.524 | 13.377,8e-06 | 0 | 0 | 2e-06 | 0.000255,5,01-Sep-1960 | 01-Nov-1966 | 01-Sep-1979 | 01-Mar-1988 | 01-Nov-2011,16.41 | 59.852 | 35.53 | 29.143 | 8.973,5.1e-05 | 0 | 0 | 0 | 0.002739
AAA,1,1,1,5,01-Feb-1963 | 01-Apr-1969 | 01-Oct-1976 | 01-Dec-1982 | 01-Jun-1989,2.236 | 8.986 | 11.47 | 1.776 | 18.607,0.13484 | 0.002721 | 0.000707 | 0.18268 | 1.6e-05,5,01-Mar-1963 | 01-May-1969 | 01-Aug-1976 | 01-Oct-1982 | 01-Dec-1988,0.417 | 16.648 | 10.255 | 1.292 | 16.722,0.51859 | 4.5e-05 | 0.001363 | 0.25573 | 4.3e-05,5,01-May-1966 | 01-Sep-1976 | 01-Nov-1982 | 01-Jan-1989 | 01-Jul-1997,57.721 | 11.537 | 1.653 | 16.772 | 1,0 | 0.000682 | 0.19851 | 4.2e-05 | 0.31734,5,01-Mar-1961 | 01-Jul-1968 | 01-Sep-1976 | 01-Nov-1982 | 01-Jan-1989,0.364 | 31.442 | 10.476 | 1.589 | 14.388,0.5464 | 0 | 0.001209 | 0.20745 | 0.000149,5,01-May-1966 | 01-Jul-1972 | 01-Aug-1979 | 01-Nov-1982 | 01-Jan-1989,47.103 | 2.233 | 78.085 | 30.669 | 33.078,0 | 0.13508 | 0 | 0 | 0,5,01-Feb-1963 | 01-Feb-1966 | 01-Jul-1973 | 01-Sep-1979 | 01-Mar-1986,29.162 | 43.272 | 0.909 | 36.777 | 27.611,0 | 0 | 0.34032 | 0 | 5e-06
BAA,1,1,1,5,01-Aug-1960 | 01-Dec-1966 | 01-Sep-1976 | 01-Sep-1978 | 01-Apr-1986,6.272 | 36.315 | 10.744 | 46.442 | 19.676,0.012268 | 0 | 0.001046 | 0 | 9e-06,5,01-Mar-1961 | 01-Sep-1967 | 01-Sep-1976 | 01-Dec-1978 | 01-Jul-1985,2.111 | 24.932 | 12.218 | 73.098 | 22.754,0.14629 | 1e-06 | 0.000473 | 0 | 2e-06,5,01-Feb-1966 | 01-Mar-1974 | 01-May-1980 | 01-Jul-1986 | 01-Jul-1997,45.397 | 2.49 | 5.475 | 20.286 | 3.384,0 | 0.11461 | 0.019289 | 7e-06 | 0.065815,4,01-Feb-1966 | 01-Apr-1972 | 01-Sep-1979 | 01-Mar-1986,32.756 | 0.608 | 59.207 | 31.684,0 | 0.43565 | 0 | 0,5,01-Sep-1960 | 01-Jan-1966 | 01-Mar-1972 | 01-Sep-1979 | 01-Apr-1986,40.191 | 79 | 0.82 | 36.423 | 21.723,0 | 0 | 0.36521 | 0 | 9.7e-05,5,01-Mar-1961 | 01-Feb-1966 | 01-Apr-1972 | 01-Sep-1979 | 01-Mar-1986,12.847 | 48.889 | 0.608 | 62.282 | 27.625,0.000338 | 0 | 0.43565 | 0 | 5e-06
COMPAPFFx,1,1,1,2,01-Jan-1983 | 01-Jan-1990,12.788 | 11.864,0.000349 | 0.000572,1,01-Mar-1985,15.491,8.3e-05,3,01-Jan-1983 | 01-Jan-1990 | 01-Oct-2001,13.893 | 8.543 | 7.069,0.000194 | 0.003469 | 0.007844,2,01-Mar-1985 | 01-Mar-2001,16.21 | 30.838,5.7e-05 | 0,1,01-Jan-1987,43.874,0,3,01-Apr-1985 | 01-Jul-2009 | 01-Nov-2017,18 | 48.385 | 15.358,2.2e-05 | 0 | 8.9e-05
TB3SMFFM,1,1,1,5,01-Mar-1973 | 01-May-1979 | 01-Dec-1982 | 01-Jan-1991 | 01-Mar-1997,1.32 | 4.2 | 39.798 | 9.474 | 21.006,0.25051 | 0.040413 | 0 | 0.002084 | 5e-06,5,01-Aug-1962 | 01-Jan-1969 | 01-Oct-1978 | 01-Dec-1984 | 01-Mar-1991,13.159 | 10.985 | 4.045 | 15.556 | 0.724,0.000286 | 0.000918 | 0.044305 | 8e-05 | 0.3947,5,01-Mar-1973 | 01-May-1979 | 01-Jul-1985 | 01-Mar-1995 | 01-Oct-2001,1.602 | 0.116 | 7.837 | 27.281 | 37.324,0.20562 | 0.73352 | 0.005119 | 0 | 0,5,01-Aug-1962 | 01-Jan-1969 | 01-Oct-1978 | 01-Dec-1984 | 01-Jul-2001,13.103 | 10.548 | 4.129 | 15.108 | 4.013,0.000295 | 0.001163 | 0.042145 | 0.000102 | 0.045143,2,01-Dec-1982 | 01-Jul-2007,20.399 | 9.957,6e-06 | 0.001602,5,01-Feb-1985 | 01-Apr-1991 | 01-Jul-1998 | 01-Apr-2009 | 01-Oct-2016,15.867 | 11.582 | 3.581 | 42.648 | 24.741,6.8e-05 | 0.000666 | 0.058458 | 0 | 1e-06
TB6SMFFM,1,1,1,4,01-Jun-1973 | 01-Jun-1982 | 01-Jan-1989 | 01-Mar-1995,7.118 | 23.458 | 12.104 | 22.063,0.00763 | 1e-06 | 0.000503 | 3e-06,4,01-Aug-1962 | 01-Oct-1968 | 01-Sep-1979 | 01-Dec-1985,15.849 | 9.167 | 7.008 | 16.716,6.9e-05 | 0.002464 | 0.008115 | 4.3e-05,5,01-May-1973 | 01-Jun-1982 | 01-Dec-1988 | 01-Feb-1995 | 01-Oct-2001,7.771 | 21.641 | 8.521 | 18.981 | 13.211,0.005308 | 3e-06 | 0.003511 | 1.3e-05 | 0.000278,2,01-Mar-1985 | 01-Jul-2001,18.918 | 11.655,1.4e-05 | 0.00064,5,01-Apr-1973 | 01-Jan-1983 | 01-Jun-1985 | 01-Feb-1995 | 01-Jul-2003,9.173 | 23.862 | 12.815 | 20.255 | 12.131,0.002456 | 1e-06 | 0.000344 | 7e-06 | 0.000496,4,01-Sep-1979 | 01-Dec-1985 | 01-Feb-2009 | 01-Oct-2017,7.548 | 15.845 | 97.782 | 19.103,0.006008 | 6.9e-05 | 0 | 1.2e-05
T1YFFM,1,1,1,3,01-Feb-1967 | 01-Apr-1973 | 01-Aug-1981,1.699 | 9.569 | 17.3,0.19248 | 0.001979 | 3.2e-05,4,01-Aug-1962 | 01-Jan-1969 | 01-Sep-1979 | 01-Dec-1985,18.984 | 12.175 | 7.023 | 13.773,1.3e-05 | 0.000484 | 0.008045 | 0.000206,5,01-Feb-1967 | 01-Apr-1973 | 01-Aug-1981 | 01-Jan-1989 | 01-Mar-1995,1.697 | 9.57 | 18.517 | 1.098 | 4.17,0.19266 | 0.001977 | 1.7e-05 | 0.2946 | 0.04114,5,01-Aug-1962 | 01-Oct-1968 | 01-Jan-1979 | 01-Mar-1985 | 01-Mar-2001,17.179 | 13.655 | 7.649 | 14.173 | 11.465,3.4e-05 | 0.00022 | 0.005682 | 0.000167 | 0.000709,5,01-Feb-1967 | 01-Apr-1973 | 01-Aug-1981 | 01-Aug-2009 | 01-Oct-2017,1.904 | 9.291 | 17.468 | 74.777 | 15.84,0.16766 | 0.002302 | 2.9e-05 | 0 | 6.9e-05,5,01-Mar-1985 | 01-Mar-2002 | 01-Feb-2009 | 01-Oct-2011 | 01-Dec-2017,13.345 | 2.837 | 21.559 | 0.01 | 20.725,0.000259 | 0.092115 | 3e-06 | 0.92224 | 5e-06
T5YFFM,1,1,1,2,01-Apr-1973 | 01-Aug-1981,24.596 | 14.229,1e-06 | 0.000162,4,01-Sep-1962 | 01-Jan-1969 | 01-Sep-1979 | 01-Dec-1985,20.21 | 21.248 | 7.8 | 12.383,7e-06 | 4e-06 | 0.005226 | 0.000433,3,01-Apr-1973 | 01-Aug-1981 | 01-Jan-1995,23.941 | 11.242 | 3.675,1e-06 | 0.0008 | 0.055243,5,01-Sep-1962 | 01-Jan-1969 | 01-Sep-1979 | 01-Dec-1985 | 01-May-2001,20.21 | 21.248 | 7.872 | 12.231 | 1.608,7e-06 | 4e-06 | 0.005021 | 0.00047 | 0.20471,5,01-Apr-1973 | 01-Aug-1981 | 01-Jan-1995 | 01-Jul-2011 | 01-Feb-2019,23.472 | 11.331 | 2.425 | 18.083 | 13.938,1e-06 | 0.000762 | 0.11945 | 2.1e-05 | 0.000189,5,01-Sep-1962 | 01-Jan-1969 | 01-Sep-1979 | 01-Dec-1985 | 01-Aug-2011,20.21 | 21.248 | 7.801 | 11.177 | 13.715,7e-06 | 4e-06 | 0.005221 | 0.000828 | 0.000213
T10YFFM,1,1,1,2,01-Apr-1973 | 01-Aug-1981,24.651 | 13.058,1e-06 | 0.000302,5,01-Sep-1962 | 01-Mar-1969 | 01-Feb-1979 | 01-Mar-1985 | 01-Apr-1992,14.092 | 22.278 | 8.033 | 13.913 | 0.716,0.000174 | 2e-06 | 0.004593 | 0.000191 | 0.39752,2,01-Aug-1960 | 01-Apr-1968,12.484 | 35.062,0.000411 | 0,5,01-Mar-1969 | 01-Sep-1979 | 01-Dec-1985 | 01-Jan-1995 | 01-Oct-2001,10.433 | 6.869 | 12.86 | 1.378 | 3.968,0.001238 | 0.008769 | 0.000336 | 0.24036 | 0.046384,5,01-Apr-1973 | 01-Aug-1981 | 01-Oct-2001 | 01-Dec-2015 | 01-Nov-2022,20.603 | 12.995 | 6.797 | 54.404 | 27.103,6e-06 | 0.000312 | 0.009131 | 0 | 0,5,01-Sep-1962 | 01-Mar-1969 | 01-Sep-1979 | 01-Dec-1985 | 01-Aug-2011,14.092 | 23.264 | 6.842 | 11.391 | 12.996,0.000174 | 1e-06 | 0.008905 | 0.000738 | 0.000312
AAAFFM,1,1,1,2,01-Apr-1973 | 01-Aug-1981,19.296 | 11.348,1.1e-05 | 0.000755,2,01-Sep-1979 | 01-Nov-1985,9.377 | 13.441,0.002197 | 0.000246,2,01-Apr-1973 | 01-Sep-1981,16.128 | 9.645,5.9e-05 | 0.001899,2,01-Jul-1979 | 01-Sep-1985,11.518 | 15.958,0.000689 | 6.5e-05,5,01-Dec-1994 | 01-May-2001 | 01-Sep-2008 | 01-Mar-2016 | 01-Oct-2022,48.505 | 42.073 | 4.455 | 96.898 | 17.449,0 | 0 | 0.034807 | 0 | 3e-05,2,01-Jul-1979 | 01-Sep-1985,11.211 | 15.148,0.000813 | 0.00234
